"Titre","Créé","Modifié","Nom","numerosLot","numerosOf","Of precedent","Of precedent: Nom","Of Lavage","Of Lavage: Nom","Date","Facing","Régleur","Moussant","Ref flacon","Observation","Programme","Godet","Volume","Volume démarrage","Filtre","Pompe 1","Motorisé 1","valeur 1","Bute bec 1","tube bec 1","Centreur 1","Pompe 2","motorisé 2","valeur 2","bute bec 2","tube bec 2","Centreur 2","Pompe 3","motorisé 3","valeur 3","bute bec 3","tube bec 3","Centreur 3","Pompe 4","valeur 4","bute bec 4","tube bec 4","Centreur 4","Type de bec","H machine","ctrl jus H","ctrl jus prof","ctrl ultra","H compo 1","Prés_Marteau","H marteau","Embout","H compo 2","Prés_Visseuse","couple vis","buté vis","pince vis","H pince ext","Type pince ext","H pince int","Type pince int","cadence","visseuse","H finale","convoyeur","cames bec on","cames bec off","presence_Ceuilleur","Cueilleur","Cueilleur 1 ","Cueilleur 2","Cueilleur 3","Hauteur rail","Dégodiseur A","Dégodiseur B","Dégodiseur C","Etiquette","Consigne Etiquette","Etiqueteuse","vrac","vrac: type vrac","vrac: Pompe","vrac: Etuve","vrac: T°C ambiante","vrac: Rincage Eko","vrac: Circuit Fermé Microbio","CF","vrac: Commentaire","vrac: Labo validation","vrac: Microbio validation"
"S250001","19/08/2025 02:47","23/10/2025 07:08","Flash éclat mousse nettoyante ","2505150A",,,,,,"25/08/19","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[f9b645d33ace4753883664a3083d4935][1]_[1].jpeg","Ht","Oui","Foamer 150","Beaucoup de variation tuyaux plongeur dans bidon","27","F4","152","153.4","False","60","False","24","0","14T","14x42","250","Vrai","35,5",,"14TL","14x42",,"False",,,,,,,,,,,"973","126","32","0","0","False","0",,"175","Vrai","1","F4 foamer 150","F4","159","F4","154","F4","25",,"228",,,,"False",,,,"0","0",,,,,,,"VRL25281",,"OUI","NON","Nc","NON","OUI",,,"OUI","OUI"
"S250001","08/07/2025 01:51","23/10/2025 07:08","Flash éclat mousse nettoyante ","2506047",,,,,,"25/07/08","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[123171ac461246f1aabe2b474a2e741f][1]_[1].jpeg","Ht","Oui","Foamer 150","passage cadence demander 25","27","F4","150","N.C","False","60","False","25","0","14T","14x42","250","Vrai","37",,"14TL","14x42",,"False",,,,,,,,,,,"973","126","32","0","0","False","0",,"175","Vrai","1","F4 foamer 150","F4","159","F4","154","F4","25",,"228",,,,"False",,,,"0","0",,,,,,,"VRL25281",,"OUI","NON","Nc","NON","OUI",,,"OUI","OUI"
"S250001","11/06/2025 00:48","23/10/2025 07:08","Flash éclat mousse nettoyante ","2504241",,,,,,"25-06-11","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[676e1e597e5446ec984b810b5e2a09f4][1]_[1].jpeg","Ht","Oui","Foamer 150","Attention pince flacon max 2bar","27","F4","150","N.C","False","60","Vrai","25","0","14TL","14x42","250","Vrai","37",,"14TL","14x42",,"False",,,,,,,,,,,"973","126","32","0","0","False","0",,"175","Vrai","1","F4 foamer 150","F4","159","F4","154","F4","35",,"228",,,,"False",,,,"0","0",,,,,,,"V238",,"OUI","NON","Nc",,"NON",,,"OUI","OUI"
"Ve23004","30/05/2025 02:29","23/10/2025 07:08","Super sérum micro-combleur","2503047",,,,,,"25-05-28",,"Ht",,,,"N°53","F19","30","N.C","False","60","Vrai","34",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,,"962","119","40",,,"False",,,"131","Vrai","1,2","F19","F19","128","F19","132","F19","30",,"176",,,,"False",,,,,,,,,,,,,,,,,,,,,,
"Ve23034","27/08/2025 05:44","23/10/2025 07:08","super serum hydra-repulp","2506163",,,,,,"25/08/27",,"ht","Non",,,"N°53","F19","30","31,6","False","60","Vrai","34",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","962","125","42",,,"False",,,"135","Vrai","1","F19","F19","130","F19","133","F19","18",,"175",,,,"False",,,,,,,,,,,,,,,,,,,,,,
"Ve23034","16/10/2024 00:28","23/10/2025 07:08","super serum hydra-repulp","2502215",,,,,,"24-04-25",,"ht",,,,"N°53","F19","30","N.C","False","60","Vrai","34",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","962","125","42",,,"False",,,"135","Vrai","4","F19","F19","130","F19","133","F19","30",,"175",,,,"False",,,,,,,,,,,,,,,,,,,,,,
"Ve23057","11/07/2025 02:48","23/10/2025 07:08","Super serum tissulex","2505123",,,,,,"25/07/11",,"HT","non",,"Attention 2 bec obligatoirepour eviter bulle dans flacon","N°42","F19","50","N.C","False","60","Vrai","55",,"8MW","8","20","Vrai","32","35mm","8MW","8",,"False",,,,,,,,,,,,"127","34",,,"False",,,"144","Vrai","0,9","F19","F19","150","F19","119","F19","20",,,,,,"False",,,,,,,,,,,,"VRE11232",,"Nc","Nc","Nc",,"OUI",,,"OUI","OUI"
"Ve23057","02/08/2024 03:01","23/10/2025 07:08","Super serum tissulex","N.C",,,,,,"N.C",,,,,"Prog : 42","N°42","F19","50","N.C","False","60","False","55",,"8MW","8","20","False","32","35mm","8MW","8",,"False",,,,,,,,,,,,"127","34",,,"False",,,"144","Vrai","0,9",,"F19","150","F5","119","F5","20","150",,"80","95","200","False",,,,,,,,,,,,"VRE11232",,"Nc","Nc","Nc",,"OUI",,,"OUI","OUI"
"VL20015","22/04/2025 22:59","23/10/2025 07:08","huile soin boost 5 omega","2507035",,,,,,"25/08/22","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[b19f5b06828d4d70a1ecedf92bbf89e0][1]_[7].jpeg","HT","non",,"mention ne tiens pas nettoyage des flacon a l'alcohol 90.Attention pas de capteur jus","N°50","F15","30","N.C","False","60","False","33",,"8L","8",,"False",,,,,,"False",,,,,,,,,,,"960,83",,,,,"False",,,"127","Vrai","1.2","F15","F15","263","F15","183","F15","30",,"Na",,,,"False",,,,,,"940","856","317",,,,,,,,,,,,,,
"Vl20024","20/06/2025 04:09","23/10/2025 07:08","Eau micelaire a lacide hyaluronique","2505089",,,,,,"25-06-20","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[ea21339923b84744aad055645918529c][1]_[1].jpeg","HT","Oui",,,"N°21","F3","200","N.C","False","60","False","35",,"14T","14x42","250","Vrai","40",,"14TL","14x42",,"False",,,,,,,,,,"MO 2","983","178","32",,,"False",,,"180","Vrai","1","F7","F1","189","F3","75","F3","25",,"228",,,,"False",,,,,,"566","59","230",,,,"V237",,"Nc","Nc","Nc",,"NC",,,"OUI","NON"
"Vl20024","15/11/2024 03:55","23/10/2025 07:08","Eau micelaire a lacide hyaluronique","2501196",,,,,,"25-02-20","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[cd9a92d1c05b45289eefd69e1ee4d0ba][1]_[3].jpeg","HT","Oui",,"Surveiller présence de goute sur le goulot adapter la cadence au besoin","N°21","F3","200","N.C","False","60","Vrai","22",,"14TL","14","250","Vrai","50",,"14TL","14",,"False",,,,,,,,,,"MO 2","983","178","32",,,"False",,,"180","Vrai","1","F7","F1","189","F3","75","F3","27",,"228",,,,"False",,,,,,"566","59","230",,,,"V237",,"Nc","Nc","Nc",,"NC",,,"OUI","NON"
"VL20041","30/09/2025 23:16","23/10/2025 07:08","Booster acide hyalu","2508054",,,,,,"25/10/01",,"HT",,,"1 imprimante grise capteur jus enlever probleme de controle cadence acceleré retard planing","N°62","F15","31","31.5","False","60","Vrai","34",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","972.5","112","40",,,"False",,,,"Vrai","1.2",,"F15",,"F15",,"F15","35",,,,,,"False",,,,,,"90","69","332",,,,"VRL20421",,"Nc","Nc","Nc",,"NON",,,"OUI","OUI"
"VL20041","21/07/2025 00:12","23/10/2025 07:07","Booster acide hyalu","2506208",,,,,,"25/07/21",,"HT",,,"2 imprimante grise ","N°62","F15","30","N.C","False","60","Vrai","34",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","972.5","112","40",,,"False",,,,"Vrai","1.2",,"F15",,"F15",,"F15","25",,,,,,"False",,,,,,"90","69","332",,,,"VRL20421",,"Nc","Nc","Nc",,"NON",,,"OUI","OUI"
"Vl23015","09/06/2025 23:32","23/10/2025 07:07","Serum booster acide hyalu","2505017",,,,,,"25-06-09","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[8d93ff1c8d274277a848e3344b79f297][1]_[1].jpeg","Jerome","Non",,"Pas de controle jus flacon trop petitNumeros de lot sur 2 lignes.","N°16","F16","10","N.C","False","60","False","12",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","950,0",,,,,"False",,,"102","Vrai","1.2","F15","F15","107","F16","158","F16","35",,,,,,"False",,,,,,"1041","55","310",,,,"VRL20421",,"Nc","Nc","Nc",,"NON",,,"OUI","OUI"
"Vl23017","10/09/2025 04:37","23/10/2025 07:07","Soin peeling eclat vit C","2506075",,,,,,"25/09/11",,"HT","OUI",,"Pas de contrôle jus . Essai dans godet de 15 mais flacon reste parfois bloqué.passage a 25 et augmentation ouverture bec pour mousse.","N°44","F5","30","30,5","False","60","Vrai","33",,,"8",,"False",,,,,,"False",,,,,,,,,,"MO1R","955,4","0","0",,,"False",,,"120","Vrai","1.2",,"F7","10,7","F15","21","F15","25",,,,,,"False",,,,,,"103,6","77","323",,,,"VRL23901",,"Nc","Nc","Nc",,"NON",,,"OUI","OUI"
"Vl23017","05/05/2025 01:37","23/10/2025 07:07","Soin peeling eclat vit C","2503023",,,,,,"25-05-05",,"HT","OUI",,"Bec 8t long passage cadence de 20 a 35","N°44","F5","30","N.C","False","60","Vrai","32",,,"8",,"False",,,,,,"False",,,,,,,,,,"MO 2","955,4","0","0",,,"False",,,"120","Vrai","1.2",,"F7","10,7","F15","21","F15","35",,,,,,"False",,,,,,,,,,,,"VRL23901",,"Nc","Nc","Nc",,"NON",,,"OUI","OUI"
"Vl23017","25/08/2024 22:28","23/10/2025 07:07","Soin peeling eclat vit C","2412050",,,,,,"25-04-28",,"HT","OUI",,,"N°44","F5","30","N.C","False","60","Vrai","32",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,,"955,4","9,4","3",,,"False",,,"120","Vrai","1.2",,"F7","10,7","F15","21","F15","20","1,2",,"80","95","200","False",,,,,,,,,,,,"VRL23901",,"Nc","Nc","Nc",,"NON",,,"OUI","OUI"
"VL24037","29/06/2025 23:34","23/10/2025 07:07","Sérum peeling peau net","2504050",,,,,,"25/06/30",,"Ht","Non",,,"N°4","F9","30","N.C","False","60","Vrai","34",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","953,81","99","37",,,"False",,,"120","Vrai","1","F6","F5","115","F6","150","F6","38",,"170",,,,"False",,,,,,,,,,,,"VRL25211",,"Nc","Nc","Nc","NON","OUI",,,"NON","OUI"
"VL24038","20/08/2025 00:57","23/10/2025 07:07","Sérum booster trio-zinc","2507037",,,,,,"25/08/21",,"Ht","Non",,,"N°4","F9","30","32","False","60","Vrai","34",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","953,81","95","35",,,"False",,,"120","Vrai","1","F6","F5","115","F6","150","F6","30",,"170",,,,"False",,,,,,,,,,,,"VRL22491",,"Nc","Nc","Nc","NON","OUI",,,"OUI","OUI"
"VL24038","18/06/2025 05:03","23/10/2025 07:07","Sérum booster trio-zinc","2505054",,,,,,"25-06-18",,"Ht","Non",,,"N°4","F9","30","N.C","False","60","Vrai","34",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","953,81","99","37",,,"False",,,"120","Vrai","1","F6","F5","115","F6","150","F6","38",,"170",,,,"False",,,,,,,,,,,,,,,,,,,,,,
"VL25002","30/09/2025 05:30","23/10/2025 07:07","Flash eclat mousse nettoyante","2508035",,,,,,"25/09/30","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[887f4e83824143a3bb30f848749adca1][1]_[1].jpeg","HT","Oui","Faomer 40",,"N°5","F5","41","41,5","False","60","Vrai","45",,"14T","14",,"False",,,,,,"False",,,,,,,,,,,,"8","38",,,"False",,,,"Vrai","1.2","F5","F5","12","F5","123","F5","30",,"17.8",,,,"False",,,,,,"979","9.30","149",,,,"VRL25281",,"OUI","NON","Nc","NON","OUI",,,"OUI","OUI"
"VL25002","24/06/2025 02:48","23/10/2025 07:07","Flash eclat mousse nettoyante","2505072",,,,,,"25-06-24","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[fc4716dcfa764461a95b69bd3e83d4db][1]_[1].jpeg","HT","Oui","Faomer 40",,"N°4","F5","40","N.C","False","60","Vrai","45",,"14T","14",,"False",,,,,,"False",,,,,,,,,,,,"8","38",,,"False",,,,"Vrai","1.2","F5","F5","12","F5","123","F5","30",,"17.8",,,,"False",,,,,,"979","9.30","149",,,,"VRL25281",,"OUI","NON","Nc","NON","OUI",,,"OUI","OUI"
"Vp15001","10/09/2024 02:45","23/10/2025 07:07","Lotion bleue","2506080",,,,,,"25/07/25",,"Ht","Oui",,"Pompe de 250 au lieu de 60 car enchaînement avec litre","N°47","F4","250","251","False","250","False","25",,"14T","14x42","250","Vrai","53",,"14TL","14x42",,"False",,,,,,,,,,"MO1R","990,6","187","32",,,"False",,,"205","Vrai","1,2","F1.2","F1","199","F4","59","F4","22","150","258","80",,,"False",,,,,,,,,,,,"VRP15201",,"OUI","NON","Nc",,"OUI",,,"OUI","OUI"
"Vp15001","24/07/2025 06:20","23/10/2025 07:07","Lotion bleue","2504008",,,,,,"25-06-17
",,"Ht","Oui",,,"N°47","F4","250","N.C","False","60","False","31",,"14T","14","250","Vrai","59",,"14TL","14",,"False",,,,,,,,,,"MO1R","990,6","187","32",,,"False",,,"205","Vrai","1,2","F1","F1","199","F4","59","F4","28",,"258",,,,"False",,,,,,,,,,,,"VRP15201",,"OUI","NON","Nc",,"OUI",,,"OUI","OUI"
"Vp15001","16/12/2024 23:00","23/10/2025 07:07","Lotion bleue","2409136",,,,,,"24-12-17",,"Ht",,,,"N°47","F4","250","N.C","False","250","Vrai","40",,"12TL","12","125","Vrai","40",,"12TL","12","60","Vrai","35",,"12T","12",,,,,,"MO 2","990,6","187","32",,,"False",,,"205","Vrai","1,2","F1","F1","199","F4","59","F4","22","150","258","80",,,"False",,,,,,,,,,,,"VRP15201",,"OUI","NON","Nc",,"OUI",,,"OUI","OUI"
"Vp20027","20/01/2025 02:21","23/10/2025 07:07","Flash eclat mousse nettoyante","2412136",,,,,,"25-01-20","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][36]_[230c7e84-1130-4155-bb59-4f5626438fbf][1]_[4].jpeg","JB","Oui","Faomer 40",,"N°4","F5","40","N.C","False","60","Vrai","45",,"14TL","14",,"False",,,,,,"False",,,,,,,,,,,,"8","38",,,"False",,,,"Vrai","1.2","F5","F5","12","F5","123","F5","35","275","17.8","80",,,"False",,,,,,"979","9.30","149",,,,"V238",,"OUI","NON","Nc",,"NON",,,"OUI","OUI"
"Vt18003","28/10/2024 01:58","23/10/2025 07:07","Serum redensifiant intense","2410074",,,,,,"N.C",,,,,,"N°52","F7","30","N.C","False","60","Vrai","35",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,,"961,10","11,7","3,8",,,"False",,,"13","Vrai","150","F7","F7","13,4","F7","127","F7","30","150","22","80","75","230","False",,,,,,,,,,,,,,,,,,,,,,
"Vt18017","19/09/2024 02:27","23/10/2025 07:07","Serum correcteur pigmentaire","N.C",,,,,,"N.C",,,,,"Tremie ","N°7","F7","30","N.C","False","60","False","34",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","961,6","121","41",,,"False",,,"141","Vrai","1,3",,"F19","124","F7","132","F7","20","150","179","80",,,"False",,,,,,,,,,,,"VRT18311",,"Non","Nc","Nc",,"OUI",,,"OUI","OUI"
"Vt19015","23/07/2025 02:32","23/10/2025 07:07","Serum int corect rides","2504193",,,,,,"25/07/23","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[2b516a945c9f4834b0d41419e25a530e][1]_[1].jpeg","Ht","Non",,,"N°7","F7","30","30.3","False","60","Vrai","33",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","961,1","123","41",,,"False",,,"132","Vrai","1","F7","F7","123","F7","133","F7","25",,"179",,,,"False",,,,,,"898","59","149",,,,"VRT19271",,"Nc","Nc","Nc",,"OUI",,,"OUI","OUI"
"Vt19015","23/07/2025 02:31","23/10/2025 07:07","Serum int corect rides","2503078C",,,,,,"25/07/23","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[3db20dbcf07e44fd87fd8ff6c0fd04ae][1]_[1].jpeg","Ht","Non",,,"N°7","F7","30","30.6","False","60","Vrai","33",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","961,1","123","41",,,"False",,,"132","Vrai","1","F7","F7","123","F7","133","F7","25",,"179",,,,"False",,,,,,"898","59","149",,,,"VRT19271",,"Nc","Nc","Nc",,"OUI",,,"OUI","OUI"
"Vt19015","12/06/2025 01:39","23/10/2025 07:07","Serum int corect rides","2503078A & B",,,,,,"25-06-11","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[4507069bd3554f47879d15acb6ecc836][1]_[1].jpeg","Ht","Non",,"Baisse cadence manque fille ","N°7","F7","30","N.C","False","60","Vrai","33",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","961,1","123","41",,,"False",,,"132","Vrai","1","F7","F7","123","F7","133","F7","20",,"179",,,,"False",,,,,,"898","59","149",,,,"VRT19271",,"Nc","Nc","Nc",,"OUI",,,"OUI","OUI"
"Vt19015","28/01/2025 21:51","23/10/2025 07:07","Serum int corect rides","2412026",,,,,,"25-01-28","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][36]_[67968ebb-9725-4e72-ab06-5e746e8ad950][1]_[2].jpeg","Ht","Non",,,"N°7","F7","30","N.C","False","60","Vrai","33",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","961,1","123","41",,,"False",,,"132","Vrai","1","F7","F7","123","F7","133","F7","30",,"179",,,,"False",,,,,,"898","59","149",,,,"VRT19271",,"Nc","Nc","Nc",,"OUI",,,"OUI","OUI"
"Vt19015","01/12/2024 22:47","23/10/2025 07:07","Serum int corect rides","2410214",,,,,,"24-12-02",,"Ht","Non",,"Baisser a 20 / min manque une fille","N°7","F10","30","N.C","False","60","Vrai","33",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","961,1","123","41",,,"False",,,"132","Vrai","1","F7","F7","123","F7","133","F7","26",,"179",,,,"False",,,,,,,,,,,,"VRT19271",,"Nc","Nc","Nc",,"OUI",,,"OUI","OUI"
"Vt19019","06/04/2025 23:15","23/10/2025 07:06","Huile de douche aromatisé","2503035",,,,,,"25-04-04","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[b1d0d6e261f64b62a850dfce1f6c751a][1]_[1].jpeg","Ht","Non",,,"N°8","F11","150","N.C","False","125","False","70",,"12D","14","60","Vrai","33",,"12D","14",,"False",,,,,,,,,,,"981",,,"24",,"False",,,"175","Vrai","1","F11","F11","180","F11","13,7","F11","25",,"21,4",,,,"False",,,,,,"442","2","216",,,,"VRT20091",,"Nc","Nc","Nc","NON","OUI",,,"OUI","OUI"
"Vt22011","05/03/2025 05:45","23/10/2025 07:06","Écume d'eau ","2501169",,,,,,"25-03-05",,"Ht","Oui",,"Nouvelle tête de vissage ","N°32","F4","150","N.C","False","60","Vrai","31","0","12TL","12x42","250","Vrai","32",,"12TL","12x42",,"False",,,,,,,,,,"MO 2","970,3","134","29","0","0","False","0",,"168","Vrai","1","F4","F4","150","F4","116","F4","25",,"217.5",,,,"False",,,,"0","0",,,,,,,,,,,,,,,,,
"Vt22011","09/12/2024 04:43","23/10/2025 07:06","Écume d'eau ","2411087A",,,,,,"25-02-04",,"Thomas","Oui",,"Pré vissage","N°41","F4","150","N.C","False","60","Vrai","31","0","12TL","12x42","250","Vrai","32",,"12TL","12x42",,"False",,,,,,,,,,"MO 2","970,3","134","29","0","0","False","0",,"168","Vrai","1","F4","F4","150","F4","116","F4","17","250","217.5","80","0","0","False",,,,"0","0",,,,,,,,,,,,,,,,,
"Vt21025","18/02/2025 00:54","23/10/2025 07:06","Serum intens lift fermete ","2503012",,,,,,"25-04-25",,"Ht",,,"essais orientation avec camera","N°7","F7","30","N.C","False","60","Vrai","35",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,,,"124","43",,,"False",,,"236","Vrai",,"F7","F7","124",,"140 178",,,,"178",,,,"False",,,,,,"898","715","149",,,,"VRT22031",,"NON","NON","Nc",,"OUI",,"Formule sensible ","OUI","OUI"
"VT22014","07/09/2025 23:13","23/10/2025 07:06","Lait Velouté Démaquillant","2505022",,,,,,"25/09/08",,"HT","Non",,"Remplissage non esthétique validé","N°12","F3","200","200.4","False","250","False","49",,"12D","12","60","Vrai","27",,"12D","12",,"False",,,,,,,,,,"MO 1","982,95","164","25",,,"False",,,"187","Vrai","0.9","F1","F1","190","F3","128","F3","23",,"236,5",,,,"False",,"149","125","553","229,1",,,,,,,"VRT21103",,"Nc","Nc","Nc",,"OUI",,,"OUI","OUI"
"Vt22015","03/09/2025 23:55","23/10/2025 07:06","Lotion tonique de beaute","2506176",,,,,,"25/09/04","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[23c2d39b5c9747d2b881b15b575ff2ec][1]_[1].jpeg","HT","Oui",,"Étiquette vt24014 passage pince flacon visseuse en f4 tracé avec f3 voir maintenance ","N°21","F3","200","200,1","False","60","False","59",,"14T","14x42","250","Vrai","39",,"14TL","14x42",,"False",,,,,,,,,,"MO 2","982,8","168","35",,,"False",,,"197","Vrai","1,4","F1","F1","198","F4","126","F4","24",,"237",,,,"False",,"150","127","545",,"143","4,1","22,1",,,,,,,,,,,,,,
"Vt22015","25/08/2025 05:40","23/10/2025 07:06","Lotion tonique de beaute","2504174",,,,,,"25/09/03","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[d714c6585598415aa11ca907ba8a165c][1]_[1].jpeg","HT","Oui",,,"N°21","F3","200","202.4","False","60","Vrai","59",,"14T","14x42","250","Vrai","39",,"14TL","14x42",,"False",,,,,,,,,,"MO 2","982,8","158","50",,,"False",,,"197","Vrai","1,4","F1","F1","198","F3","126","F3","23",,"278",,,,"False",,"145","130","555",,"27","4","20,7",,,,,,,,,,,,,,
"Vt22029","11/09/2025 01:33","23/10/2025 07:06","Huile serum nutri confort","2508071",,,,,,"25/09/11",,"Ht","Oui",,,"N°55","F11","30","30,9","False","60","Vrai","32",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","960,8",,,"189",,"False",,,"1 243","Vrai","1","F15","F15","130","F15","134","F15","25",,"Non",,,,"False",,,,,,"886","86","323",,,,"VRT23011",,"OUI","NON","Nc",,"OUI",,,"OUI","OUI"
"Vt22029","07/11/2024 21:43","23/10/2025 07:05","Huile serum nutri confort","N.C",,,,,,"25/09/11",,,,,,"N°55","F11","30","N.C","False","60","Vrai","33,5",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","961,1",,,"189",,"False",,,"125,5","Vrai","1","F15","F15","128","F15","133","F15","24","250","Non","80",,,"False",,,,,,,,,,,,"VRT23011",,"OUI","NON","Nc",,"OUI",,,"OUI","OUI"
"Vt22039","07/04/2025 00:54","23/10/2025 07:05","Huile de douche des iles","2502148",,,,,,"25-04-07","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[eb715059104b42cc8d0617679ed48111][1]_[5].jpeg","JB","Non",,,"N°8","F11","150","N.C","False","125","False","70",,"12D","12","60","Vrai","30",,"12D","12",,"False",,,,,,,,,,,"981",,,"24",,"False",,,"175","Vrai","1","F11","F11","180","F11","13,7","F11","25",,"21,4",,,,"False",,,,,,"442","2","216",,,,"VRT20091",,"Nc","Nc","Nc","NON","OUI",,,"OUI","OUI"
"Vt24010","02/07/2025 05:30","23/10/2025 07:05","Sérum regard correction rides ","2504164",,,,,,"25/07/02",,"Ht","Non",,"Détection jus désactiver ","N°74","F15","15","N.C","False","60","Vrai","18",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","950,68",,,,,"False",,,"100","Vrai","1",,"F15","115","F15","146","F15","25",,,,,,"False",,,,,,"970","65","329",,,,"VRT25061",,"Nc","Nc","Nc","NON","NC",,,"OUI","NON"
"Vt23004","06/11/2024 22:08","23/10/2025 07:05","Huile solaire spf 30","N.C",,,,,,"N.C",,,,,,"N°8","F11","150","N.C","False","60","False","15",,"8L","8","250","False","15",,"8L","8","250","False","15",,"8L","8",,,,,,"L","981,33",,,"243",,"False",,,"195","Vrai","1’2","F6","F6","104","F11","83","F11","25",,"237",,,,"False",,,,,,,,,,,,"VRT24271",,"OUI","NON","Nc",,"OUI",,,"OUI","OUI"
"Vt23004","25/11/2024 02:13","23/10/2025 07:05","Huile solaire spf 30","2410128",,,,,,"24-11-25",,"Ht",,,,"N°8","F11","150","N.C","False","60","False","15",,"8L","8","250","False","15",,"8L","8","250","False","15",,"8L","8",,,,,,"L","981,33",,,"243",,"False",,,"195","Vrai","1’2","F6","F6","104","F11","83","F11","25",,"237",,,,"False",,,,,,,,,,,,"VRT24271",,"OUI","NON","Nc",,"OUI",,,"OUI","OUI"
"Vt23004","03/12/2024 22:26","23/10/2025 07:05","Huile solaire spf 30","2411068",,,,,,"24-12-03",,"Ht",,,,"N°8","F11","150","N.C","False","125","False","40",,"8L","8","125","False","40",,"8L","8","60","False","14",,"8L","8",,,,,,"L","981,33",,,"243",,"False",,,"195","Vrai","1’2","F6","F6","104","F11","83","F11","25",,"237",,,,"False",,,,,,,,,,,,"VRT24271",,"OUI","NON","Nc",,"OUI",,,"OUI","OUI"
"Ve23055","02/09/2025 02:24","23/10/2025 06:31","Super sérum pro liftant","2506056",,,,,,"25/09/02","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[6ba7736b018242978ec74553de650c4e][1]_[1].jpeg","Jb","Non",,,"N°53","F19","30","30","False","60","Vrai","33",,,"8",,"False",,,,,,"False",,,,,,,,,,,,"11,2","4",,,"False",,,"134","Vrai",,,"F19","13,5","F19","12,7","F19","25",,"17,8",,,,"False",,,,,,"105","7,3","24,1",,,,"vre24211",,"Nc","Nc","Nc",,"OUI",,,"OUI","OUI"
"KT22007","03/07/2025 04:12","23/10/2025 06:31","Gel douche marin revit","N.C",,,,,,"25/07/04",,"Ht",,"1L thalgo","Essais 1 Litre, hauteur bec 4 = 34mm",,"1L","1000","N.C","False","250","Vrai","70",,"14MW","14x42","250","False","70",,"14MW","14x42","250","False","70",,"14MW","14x42","250","67",,"14MW","14x42","MW","1001,36","216","14",,,"False",,,,"Vrai",,"F1","F1",,"F1L",,"F1L","12",,,,,,"False",,,,,,,,,,,,"VRT23081",,"OUI","NON","Nc",,"OUI",,"Baisse de la visco à la contrainte","OUI","OUI"
"Vt22013","18/07/2025 00:17","23/10/2025 06:31","Gelee micellaire demaq yeux","2506126",,,,,,"25/07/18","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[02453cab18b2495c80e3716c4eecf0db][1]_[1].jpeg","Ht",,,,"N°13","F11","125","N.C","False","125","False","30",,"14MW","14","125","False","20",,"14MW","14","60","Vrai","43",,"14MW","14",,,,,,"MW","971,3","144","34",,,"False",,,"151","Vrai",,"F13","F13","160","F11","106","F11","30",,,,,,"False",,,,,,"699","290","153",,,,"vrt21152",,"Nc","Nc","Nc","NON","NC",,,"OUI","NON"
